Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDW02,124.3704,3004.0896,Dairy,0.037516862000000005,12.857645184136183,1985,OUT027,0.5688442846216528,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS22,43.9428,351.5424,Snack Foods,0.023154399,16.85,1997,OUT046,0.351075405373704,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG57,49.8034,631.8442,Fruits and Vegetables,0.072284689,14.7,2004,OUT035,1.0960067023543614,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ25,173.9422,4138.6128,Canned,0.028391879,8.63,2009,OUT018,0.43048797894716045,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCS06,261.291,2892.901,Household,0.031866022,7.935,2009,OUT018,0.48316419663051374,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDC29,112.7176,1832.2816,Frozen Foods,0.024088444,12.857645184136183,1985,OUT027,0.36523773483050753,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCZ41,126.7704,1752.3856,Health and Hygiene,0.06440905599999999,19.85,2004,OUT035,0.9765934950390032,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW23,37.5164,656.4788,Baking Goods,0.082012293,5.765,1997,OUT046,1.2435001664522576,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB03,240.5538,3845.6608,Dairy,0.157075658,17.75,1999,OUT049,2.3816381633006882,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN25,55.5588,229.0352,Breakfast,0.107110465,12.857645184136183,1985,OUT019,1.6240477638672866,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCN05,181.895,732.38,Health and Hygiene,0.014459672,8.235,1997,OUT046,0.2192427974041044,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDV43,43.4086,847.5634,Fruits and Vegetables,0.076483451,12.857645184136183,1985,OUT027,1.15966985643656,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG44,55.0298,539.298,Fruits and Vegetables,0.10234983,6.13,1999,OUT049,1.55186528733394,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS12,127.2362,1635.8706,Baking Goods,0.174827835,9.1,2009,OUT018,2.6508031170764585,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI52,121.4072,2450.144,Frozen Foods,0.10459102699999999,18.7,1987,OUT013,1.585847130062716,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU12,261.7568,1845.5976,Baking Goods,0.07586884299999999,15.5,1999,OUT049,1.1503509467664828,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG58,156.7972,3427.5384,Snack Foods,0.086764795,10.695,2004,OUT035,1.3155593274863808,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA16,220.8456,5084.0488,Frozen Foods,0.03408026,6.695,2009,OUT018,0.5167372772120421,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCD18,229.8668,4837.7028,Household,0.072655379,16.0,2004,OUT035,1.101627238737879,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDI21,62.6168,639.168,Snack Foods,0.056555715,5.59,1987,OUT013,0.8575182871222299,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW31,197.0742,2587.9646,Fruits and Vegetables,0.043402224,11.35,2007,OUT017,0.6580802803355124,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB35,93.8804,1470.0864,Starchy Foods,0.064882207,12.3,2009,OUT018,0.9837675823097621,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK58,102.4016,2428.8384,Snack Foods,0.044764726,12.857645184136183,1985,OUT027,0.6787390304059625,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU14,248.775,3745.125,Dairy,0.034752647000000005,17.75,1997,OUT046,0.5269322530606059,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCP43,178.56599999999997,2516.724,Others,0.030631323,17.75,2009,OUT018,0.46444324205339393,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDM20,245.0144,3185.1872,Fruits and Vegetables,0.0,12.857645184136183,1985,OUT027,0.0,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT36,35.2874,988.0472,Baking Goods,0.110735739,12.857645184136183,1985,OUT027,1.6790154846507432,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW19,110.257,1757.7120000000002,Fruits and Vegetables,0.038657256,12.35,2009,OUT018,0.5861353525451061,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB29,113.9176,2519.3872,Frozen Foods,0.052493162,16.7,1999,OUT049,0.795920383357716,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN39,167.0816,1510.0344,Meat,0.06589099799999999,19.35,2007,OUT017,0.9990632377600437,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI02,112.0202,337.5606,Canned,0.114565093,15.7,1997,OUT046,1.7370775404989394,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA46,196.1136,6026.8216,Snack Foods,0.117065801,12.857645184136183,1985,OUT027,1.7749941832423448,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV36,124.902,2909.546,Baking Goods,0.026450779,18.7,2007,OUT017,0.40105631590244506,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE35,59.5904,761.6752,Starchy Foods,0.043863865,7.06,1987,OUT013,0.6650798488068046,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT46,52.4008,809.6128,Snack Foods,0.0,11.35,2004,OUT035,0.0,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS21,62.7194,123.8388,Snack Foods,0.036551446,12.857645184136183,1985,OUT019,0.5542062966715332,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRD12,90.9146,1459.4336,Soft Drinks,0.077630199,6.96,2007,OUT017,1.1770572660152532,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR14,54.7298,107.8596,Dairy,0.30473738699999997,12.857645184136183,1985,OUT019,4.620538916753931,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDG22,37.919000000000004,768.9989999999999,Snack Foods,0.041180766,12.857645184136183,1985,OUT027,0.6243977274922855,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX58,184.195,2746.425,Snack Foods,0.043831721,13.15,1999,OUT049,0.6645924698067998,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB40,146.7102,4374.306,Dairy,0.0075033719999999995,12.857645184136183,1985,OUT027,0.11376885085938529,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ36,102.7332,205.0664,Baking Goods,0.214681063,14.5,1998,OUT010,3.2550722313622864,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCL53,177.4028,354.2056,Health and Hygiene,0.060649825,7.5,1998,OUT010,0.9195946695795995,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCX05,114.8492,1506.0396,Health and Hygiene,0.09725893699999999,15.2,2002,OUT045,1.4746753190825872,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO21,226.2404,1800.3232,Snack Foods,0.009763021,11.6,1997,OUT046,0.14803046951238014,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCF07,102.0016,1518.024,Household,0.032152981000000004,9.0,2009,OUT018,0.4875151731879547,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDU20,119.7098,1325.6078,Fruits and Vegetables,0.021439694,19.35,1987,OUT013,0.32507642552666427,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK09,228.0352,458.0704,Snack Foods,0.153592956,15.2,1998,OUT010,2.3288321709514244,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDY57,97.5752,1534.0032,Snack Foods,0.12123130800000001,20.2,2004,OUT035,1.8381531129391167,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD51,45.2744,905.488,Dairy,0.119371835,12.857645184136183,1985,OUT027,1.8099591081084812,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA49,87.4198,2267.7148,Canned,0.064607378,12.857645184136183,1985,OUT027,0.9796005252169199,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG33,171.0764,3263.7516,Seafood,0.14024028,5.365,1997,OUT046,2.1263740488674205,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG35,173.6738,2954.1546,Starchy Foods,0.0,21.2,1999,OUT049,0.0,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC52,150.6708,2106.5912,Dairy,0.008296692,11.15,2002,OUT045,0.12579745676667173,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS34,112.7518,683.1108,Snack Foods,0.077193256,19.35,2007,OUT017,1.170432177588203,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCY05,33.3874,282.2992,Health and Hygiene,0.055075504000000004,13.5,1999,OUT049,0.8350747904517435,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDO46,188.1872,1701.7848,Snack Foods,0.014209811000000001,9.6,2004,OUT035,0.21545431419354563,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY20,91.7488,1358.2320000000002,Fruits and Vegetables,0.08187986400000001,12.5,1999,OUT049,1.2414922298671522,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA13,36.3506,607.2096,Canned,0.078540095,15.85,2004,OUT035,1.1908534395651653,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS04,141.7838,1685.8056,Frozen Foods,0.146540889,10.195,1987,OUT013,2.221906170378163,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU51,178.6028,2302.3364,Meat,0.097059596,20.2,2007,OUT017,1.4716528384566552,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK50,161.8894,2750.4198,Canned,0.028478742,7.96,2009,OUT018,0.4318050272945167,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO60,45.4086,981.3892,Baking Goods,0.034340926,20.0,1987,OUT013,0.5206895897560706,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM13,133.0626,1442.7886,Breakfast,0.063532672,6.425,2007,OUT017,0.9633054426018388,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU12,262.7568,7646.0472,Baking Goods,0.075384242,12.857645184136183,1985,OUT027,1.1430032504380445,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCG54,170.9106,1539.9954,Household,0.080131363,12.1,2009,OUT018,1.2149808227962395,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDH40,82.2276,243.6828,Frozen Foods,0.132111921,11.6,1998,OUT010,2.0031289181711758,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCI06,179.166,359.532,Household,0.083547515,12.857645184136183,1985,OUT019,1.2667777598801255,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDA58,236.9932,4242.4776,Snack Foods,0.103731617,9.395,2004,OUT035,1.5728164435770846,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ02,147.0418,2354.2688,Canned,0.025309134,17.2,2007,OUT017,0.3837462798627334,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP21,188.9872,2458.1336,Snack Foods,0.0258457,7.42,2009,OUT018,0.3918818883905016,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN57,142.0154,2127.231,Snack Foods,0.054223942000000004,18.25,2004,OUT035,0.8221630981918475,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV26,193.3794,8388.4142,Dairy,0.07579164099999999,12.857645184136183,1985,OUT027,1.1491803820091915,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ21,94.641,2799.6890000000003,Snack Foods,0.03928284,17.6,1999,OUT049,0.5956206843127457,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG21,148.705,1797.66,Seafood,0.14559143800000002,12.857645184136183,1985,OUT027,2.2075102495551926,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF26,155.1998,2460.7968,Canned,0.046824729,6.825,2009,OUT018,0.709973543912275,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC39,208.9296,2700.4848,Dairy,0.159062948,7.405,1987,OUT013,2.411770175897738,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ24,250.5724,4026.7584,Baking Goods,0.07396678599999999,15.7,2009,OUT018,1.1215112678649104,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC41,75.667,1301.639,Frozen Foods,0.117574554,15.6,2007,OUT017,1.782708080964764,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCO14,44.2086,44.6086,Household,0.049617765,9.6,1998,OUT010,0.7523225699406918,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE05,144.0102,5394.9774,Frozen Foods,0.032296886000000004,12.857645184136183,1985,OUT027,0.489697113052181,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW52,163.1526,3946.8624,Frozen Foods,0.037340835,12.857645184136183,1985,OUT027,0.5661752993294101,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL36,88.18299999999999,1438.128,Baking Goods,0.075707087,12.857645184136183,1985,OUT027,1.1478983435582708,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS04,139.0838,3652.5788,Frozen Foods,0.146635206,10.195,2004,OUT035,2.2233362389801865,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCC18,172.4422,3621.2862,Household,0.17754562399999999,19.1,1999,OUT049,2.6920112207674762,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDN01,175.937,529.311,Breakfast,0.072693696,8.895,2009,OUT018,1.1022082150053996,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY02,262.291,1314.955,Dairy,0.146701312,8.945,1998,OUT010,2.2243385621563414,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV15,103.7648,2804.3496,Meat,0.146999264,10.3,2007,OUT017,2.2288562185715177,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC34,155.2972,3894.93,Snack Foods,0.173109453,16.0,2002,OUT045,2.624748385220241,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX10,34.3874,388.1614,Snack Foods,0.12441028400000001,6.385,2007,OUT017,1.8863539013885717,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF19,47.9034,583.2408,Household,0.035079516,13.0,1987,OUT013,0.5318883595300113,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE17,150.9366,3476.1418,Frozen Foods,0.054763518,20.1,2007,OUT017,0.8303443454325952,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ08,189.2846,3630.6074,Fruits and Vegetables,0.11112293599999999,11.1,2009,OUT018,1.6848863061622184,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCN53,35.4874,388.1614,Health and Hygiene,0.030330202,5.175,1987,OUT013,0.4598775361095025,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC16,88.25399999999999,1298.31,Dairy,0.0,11.5,1997,OUT046,0.0,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO15,73.7038,1404.1722,Meat,0.008601441,16.75,2009,OUT018,0.13041817176394851,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ23,102.3332,1948.1308,Breads,0.024407061,12.857645184136183,1985,OUT027,0.3700687214794788,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF37,261.591,3418.883,Soft Drinks,0.08426245800000001,17.25,1987,OUT013,1.2776179852534593,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDN40,155.3998,2153.1972,Frozen Foods,0.08644044,5.88,2004,OUT035,1.310641339197849,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN24,54.2956,1310.2944,Baking Goods,0.11271892800000001,12.857645184136183,1985,OUT027,1.7090853163966535,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF16,147.6076,3251.7672,Frozen Foods,0.086619573,7.3,2007,OUT017,1.3133574187899306,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH27,143.0128,1150.5024,Dairy,0.058437653,7.075,1999,OUT049,0.886052914440269,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY52,59.7536,980.0576,Frozen Foods,0.0,6.365,2007,OUT017,0.0,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCH55,125.20200000000001,2783.0440000000003,Household,0.034504414,12.857645184136183,1985,OUT027,0.5231684541772,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCH18,247.0802,1228.401,Household,0.044652785,9.3,2004,OUT035,0.6770417403163801,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRC01,50.3692,591.2304,Soft Drinks,0.019184026,5.92,1987,OUT013,0.2908751682412347,26,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCO14,42.6086,133.8258,Household,0.029638267000000003,9.6,2004,OUT035,0.4493861663867447,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRG39,52.0982,578.5802,Dairy,0.042180995,14.15,1997,OUT046,0.6395635627895667,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRK13,198.2084,3769.7596,Soft Drinks,0.11507174,11.8,1987,OUT013,1.7447595062846362,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDD41,106.1306,1672.4896,Frozen Foods,0.087437069,6.765,2002,OUT045,1.3257525899879126,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ19,242.6512,12117.56,Fruits and Vegetables,0.014295563999999998,12.857645184136183,1985,OUT027,0.2167545323178429,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX58,181.695,549.285,Snack Foods,0.073251428,13.15,1998,OUT010,1.1106647501108835,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDK40,263.191,6574.775,Frozen Foods,0.021743592000000003,12.857645184136183,1985,OUT027,0.3296842373529293,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI52,122.9072,490.0288,Frozen Foods,0.10527024,18.7,2007,OUT017,1.5961456042019104,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT28,149.9708,2106.5912,Frozen Foods,0.063513272,13.3,1987,OUT013,0.9630112927573858,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH52,61.5194,866.8716,Frozen Foods,0.044151435,9.42,2007,OUT017,0.6694400895681095,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ38,170.4422,2759.0752,Dairy,0.008001018,17.6,1997,OUT046,0.1213143402146738,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF12,149.3076,1921.4988,Baking Goods,0.0828941,8.235,2007,OUT017,1.2568704443846008,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCE06,162.6894,2588.6304,Household,0.091042211,12.857645184136183,1985,OUT027,1.3804150620771152,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDO45,89.6856,703.0848,Snack Foods,0.038011783,13.15,1999,OUT049,0.5763484565374498,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCS18,106.3938,3751.783,Household,0.042296724,12.65,2002,OUT045,0.6413182879106332,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCE54,73.2354,1504.7079999999999,Household,0.02695441,20.7,2002,OUT045,0.40869255200098353,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB50,76.7986,2648.5524,Canned,0.153930108,13.0,2002,OUT045,2.333944192000753,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ20,256.1356,6358.39,Fruits and Vegetables,0.034376537,16.1,2002,OUT045,0.5212295366689991,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB11,226.2404,4725.8484,Starchy Foods,0.060971431,16.0,2002,OUT045,0.9244709765319248,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU22,118.9124,3199.8348,Snack Foods,0.0,12.35,1987,OUT013,0.0,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY48,103.1332,1948.1308,Baking Goods,0.023831558,14.0,2009,OUT018,0.3613427360190579,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCP30,40.0822,1257.0304,Household,0.032762495,20.5,2004,OUT035,0.4967568457803181,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDD08,38.0506,531.3084,Fruits and Vegetables,0.035347676,8.3,2004,OUT035,0.5359542988232322,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG42,130.131,1038.6480000000001,Household,0.041291929,19.2,1999,OUT049,0.6260832212633636,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
